,venue,inning,Date,bat_team,bowl_team,batsmen,bowlers,run,batsman1,batsman2,bowler1,bowler2
948,20,1,2015,10,5,"['AM Rahane', 'SV Samson', 'SPD Smith', 'KK Nair', 'STR Binny', 'JP Faulkner', 'DJ Hooda', 'CH Morris']","['Sandeep Sharma', 'Anureet Singh', 'AR Patel', 'Karanveer Singh', 'MG Johnson']",40.0,11,132,171,27
949,20,2,2015,5,10,"['V Sehwag', 'WP Saha', 'M Vijay', 'GJ Maxwell', 'AR Patel', 'DA Miller', 'GJ Bailey', 'MG Johnson', 'Anureet Singh', 'Karanveer Singh']","['TG Southee', 'CH Morris', 'DS Kulkarni', 'JP Faulkner', 'PV Tambe', 'STR Binny']",54.0,135,147,179,46
950,8,1,2015,7,13,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'AD Russell', 'YK Pathan', 'Shakib Al Hasan']","['SA Abbott', 'HV Patel', 'VR Aaron', 'AN Ahmed', 'DJG Sammy', 'YS Chahal']",54.0,106,36,155,74
951,8,2,2015,13,7,"['CH Gayle', 'V Kohli', 'KD Karthik', 'Mandeep Singh', 'AB de Villiers', 'DJG Sammy', 'SA Abbott', 'HV Patel', 'AN Ahmed']","['M Morkel', 'SP Narine', 'KC Cariappa', 'AD Russell', 'YK Pathan', 'PP Chawla', 'Shakib Al Hasan']",45.0,24,141,98,190
952,18,1,2015,0,14,"['DR Smith', 'BB McCullum', 'SK Raina', 'MS Dhoni', 'RA Jadeja']","['B Kumar', 'TA Boult', 'I Sharma', 'KV Sharma', 'RS Bopara', 'Parvez Rasool']",60.0,32,14,27,200
953,18,2,2015,14,0,"['DA Warner', 'S Dhawan', 'KL Rahul', 'NV Ojha', 'RS Bopara', 'KS Williamson', 'KV Sharma', 'Parvez Rasool']","['A Nehra', 'MM Sharma', 'IC Pandey', 'R Ashwin', 'DJ Bravo', 'RA Jadeja']",46.0,26,113,4,130
954,9,1,2015,3,10,"['MA Agarwal', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'AD Mathews']","['TG Southee', 'CH Morris', 'DS Kulkarni', 'PV Tambe', 'DJ Hooda', 'JP Faulkner']",52.0,66,129,179,46
955,9,2,2015,10,3,"['AM Rahane', 'SV Samson', 'SPD Smith', 'KK Nair', 'STR Binny', 'DJ Hooda', 'JP Faulkner', 'CH Morris', 'TG Southee']","['JD Unadkat', 'NM Coulter-Nile', 'AD Mathews', 'A Mishra', 'Imran Tahir', 'Yuvraj Singh']",42.0,11,132,74,146
956,40,1,2015,5,8,"['M Vijay', 'V Sehwag', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'R Dhawan', 'MG Johnson']","['R Vinay Kumar', 'P Suyal', 'SL Malinga', 'Harbhajan Singh', 'J Suchith', 'KA Pollard']",59.0,64,142,136,151
957,40,2,2015,8,5,"['RG Sharma', 'AP Tare', 'AJ Finch', 'AT Rayudu', 'CJ Anderson', 'KA Pollard', 'J Suchith', 'Harbhajan Singh']","['Sandeep Sharma', 'Anureet Singh', 'MG Johnson', 'AR Patel', 'R Dhawan']",19.0,99,8,171,27
958,15,1,2015,13,14,"['CH Gayle', 'V Kohli', 'KD Karthik', 'AB de Villiers', 'Mandeep Singh', 'DJG Sammy', 'SA Abbott', 'HV Patel', 'AN Ahmed', 'VR Aaron', 'YS Chahal']","['TA Boult', 'B Kumar', 'P Kumar', 'RS Bopara', 'KV Sharma', 'A Ashish Reddy']",52.0,24,141,178,32
959,15,2,2015,14,13,"['DA Warner', 'S Dhawan', 'KS Williamson', 'KL Rahul']","['SA Abbott', 'HV Patel', 'VR Aaron', 'AN Ahmed', 'DJG Sammy', 'YS Chahal']",66.0,26,113,155,74
960,30,1,2015,8,10,"['AJ Finch', 'PA Patel', 'UBT Chand', 'RG Sharma', 'CJ Anderson', 'KA Pollard', 'S Gopal', 'J Suchith']","['TG Southee', 'CH Morris', 'DS Kulkarni', 'STR Binny', 'DJ Hooda', 'JP Faulkner', 'PV Tambe']",31.0,9,92,179,46
961,30,2,2015,10,8,"['AM Rahane', 'SV Samson', 'SPD Smith', 'DJ Hooda', 'JP Faulkner']","['R Vinay Kumar', 'P Suyal', 'SL Malinga', 'J Suchith', 'CJ Anderson', 'S Gopal']",43.0,11,132,136,151
962,20,1,2015,5,3,"['M Vijay', 'V Sehwag', 'WP Saha', 'DA Miller', 'GJ Maxwell', 'GJ Bailey', 'AR Patel']","['NM Coulter-Nile', 'DJ Muthuswami', 'AD Mathews', 'A Mishra', 'Imran Tahir', 'Yuvraj Singh', 'JP Duminy']",44.0,64,142,122,58
963,20,2,2015,3,5,"['MA Agarwal', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'KM Jadhav', 'AD Mathews']","['Sandeep Sharma', 'Anureet Singh', 'MG Johnson', 'R Dhawan', 'AR Patel', 'GJ Maxwell']",50.0,66,129,171,27
964,6,1,2015,14,10,"['DA Warner', 'S Dhawan', 'KL Rahul', 'EJG Morgan', 'NV Ojha', 'RS Bopara', 'A Ashish Reddy']","['TG Southee', 'CH Morris', 'DJ Hooda', 'DS Kulkarni', 'JP Faulkner', 'STR Binny', 'PV Tambe']",37.0,26,113,179,46
965,6,2,2015,10,14,"['AM Rahane', 'SV Samson', 'SPD Smith', 'KK Nair', 'STR Binny', 'JP Faulkner']","['B Kumar', 'TA Boult', 'P Kumar', 'KV Sharma', 'RS Bopara', 'A Ashish Reddy']",40.0,11,132,27,200
966,40,1,2015,8,0,"['LMP Simmons', 'PA Patel', 'CJ Anderson', 'RG Sharma', 'Harbhajan Singh', 'KA Pollard', 'AT Rayudu', 'R Vinay Kumar']","['A Nehra', 'IC Pandey', 'MM Sharma', 'RA Jadeja', 'R Ashwin', 'DJ Bravo']",33.0,61,92,4,78
967,40,2,2015,0,8,"['DR Smith', 'BB McCullum', 'F du Plessis', 'SK Raina', 'MS Dhoni', 'DJ Bravo']","['P Suyal', 'SL Malinga', 'J Suchith', 'Harbhajan Singh', 'R Vinay Kumar', 'KA Pollard']",94.0,32,14,126,184
968,6,1,2015,3,14,"['MA Agarwal', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'KM Jadhav', 'AD Mathews']","['P Kumar', 'DW Steyn', 'B Kumar', 'RS Bopara', 'KV Sharma', 'A Ashish Reddy']",44.0,66,129,124,67
969,6,2,2015,14,3,"['DA Warner', 'S Dhawan', 'RS Bopara', 'KL Rahul', 'NV Ojha', 'EJG Morgan', 'A Ashish Reddy', 'KV Sharma', 'P Kumar']","['NM Coulter-Nile', 'JP Duminy', 'DJ Muthuswami', 'AD Mathews', 'Imran Tahir', 'A Mishra', 'Yuvraj Singh']",54.0,26,113,122,94
970,40,1,2015,8,14,"['LMP Simmons', 'PA Patel', 'UBT Chand', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'Harbhajan Singh', 'J Suchith', 'R Vinay Kumar', 'MJ McClenaghan']","['TA Boult', 'B Kumar', 'DW Steyn', 'P Kumar', 'KV Sharma']",51.0,61,92,178,32
971,40,2,2015,14,8,"['S Dhawan', 'DA Warner', 'KL Rahul', 'NV Ojha', 'RS Bopara', 'GH Vihari', 'KV Sharma', 'P Kumar', 'DW Steyn', 'B Kumar']","['Harbhajan Singh', 'MJ McClenaghan', 'SL Malinga', 'J Suchith', 'R Vinay Kumar']",53.0,110,25,62,127
972,18,1,2015,0,5,"['DR Smith', 'BB McCullum', 'SK Raina', 'MS Dhoni', 'RA Jadeja']","['Karanveer Singh', 'Sandeep Sharma', 'Anureet Singh', 'MG Johnson', 'AR Patel']",55.0,32,14,94,194
973,18,2,2015,5,0,"['M Vijay', 'V Sehwag', 'SE Marsh', 'GJ Bailey', 'DA Miller', 'WP Saha', 'AR Patel', 'MG Johnson', 'Anureet Singh', 'Karanveer Singh', 'Sandeep Sharma']","['IC Pandey', 'A Nehra', 'MM Sharma', 'RA Jadeja', 'R Ashwin', 'DJ Bravo']",40.0,64,142,67,5
974,9,1,2015,3,13,"['MA Agarwal', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'AD Mathews', 'KM Jadhav', 'NM Coulter-Nile', 'A Mishra', 'S Nadeem', 'Imran Tahir', 'DJ Muthuswami']","['MA Starc', 'VR Aaron', 'HV Patel', 'D Wiese', 'Iqbal Abdulla']",44.0,66,129,103,208
975,9,2,2015,13,3,"['CH Gayle', 'V Kohli']","['NM Coulter-Nile', 'DJ Muthuswami', 'Imran Tahir', 'JP Duminy', 'A Mishra', 'AD Mathews']",51.0,24,141,122,58
976,27,1,2015,14,5,"['DA Warner', 'S Dhawan', 'GH Vihari', 'MC Henriques', 'NV Ojha', 'RS Bopara', 'A Ashish Reddy', 'KV Sharma']","['Sandeep Sharma', 'MG Johnson', 'Anureet Singh', 'M Vijay', 'AR Patel', 'R Dhawan']",57.0,26,113,171,125
977,27,2,2015,5,14,"['M Vijay', 'M Vohra', 'SE Marsh', 'GJ Bailey', 'DA Miller', 'WP Saha', 'AR Patel', 'R Dhawan', 'MG Johnson', 'Anureet Singh', 'Sandeep Sharma']","['TA Boult', 'B Kumar', 'P Kumar', 'KV Sharma', 'MC Henriques']",41.0,64,73,178,32
978,18,1,2015,0,7,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja', 'R Ashwin']","['PJ Cummins', 'UT Yadav', 'PP Chawla', 'GB Hogg', 'AD Russell']",56.0,32,14,127,206
979,18,2,2015,7,0,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan', 'RN ten Doeschate', 'AD Russell', 'PJ Cummins', 'PP Chawla', 'UT Yadav', 'GB Hogg']","['IC Pandey', 'A Nehra', 'MM Sharma', 'R Ashwin', 'RA Jadeja', 'SK Raina', 'DJ Bravo']",55.0,106,36,67,5
980,8,1,2015,0,7,"['DR Smith', 'SK Raina', 'BB McCullum', 'F du Plessis', 'DJ Bravo', 'MS Dhoni', 'RA Jadeja', 'P Negi', 'A Nehra', 'MM Sharma', 'RG More']","['PJ Cummins', 'UT Yadav', 'PP Chawla', 'GB Hogg', 'YK Pathan', 'AD Russell']",77.0,32,120,127,206
981,8,2,2015,7,0,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'AD Russell']","['MM Sharma', 'A Nehra', 'P Negi', 'RG More', 'RA Jadeja', 'DJ Bravo']",41.0,106,36,111,5
982,9,1,2015,5,3,"['CH Gayle', 'AB de Villiers', 'V Kohli', 'Mandeep Singh', 'KD Karthik', 'SN Khan', 'D Wiese', 'HV Patel', 'V Sehwag', 'SE Marsh', 'M Vohra', 'WP Saha', 'GJ Bailey', 'DA Miller', 'NLTC Perera', 'AR Patel', 'SN Thakur', 'Anureet Singh']","['TG Southee', 'DS Kulkarni', 'JP Faulkner', 'SR Watson', 'PV Tambe', 'STR Binny', 'Z Khan', 'JP Duminy', 'NM Coulter-Nile', 'A Mishra', 'AD Mathews', 'Imran Tahir']",88.0,24,1,179,65
983,9,2,2015,3,5,"['MA Agarwal', 'SS Iyer', 'SS Tiwary']","['Sandeep Sharma', 'SN Thakur', 'Anureet Singh', 'NLTC Perera', 'AR Patel']",44.0,66,129,171,189
984,40,1,2015,8,10,"['LMP Simmons', 'PA Patel', 'UBT Chand', 'RG Sharma', 'AT Rayudu', 'KA Pollard']","['TG Southee', 'DS Kulkarni', 'J Theron', 'SR Watson', 'STR Binny', 'Ankit Sharma']",51.0,61,92,179,65
985,40,2,2015,10,8,"['AM Rahane', 'SR Watson', 'SV Samson', 'SPD Smith', 'KK Nair', 'DJ Hooda', 'STR Binny', 'TG Southee', 'J Theron']","['MJ McClenaghan', 'SL Malinga', 'R Vinay Kumar', 'J Suchith', 'Harbhajan Singh']",59.0,11,128,108,184
986,15,1,2015,7,13,"['RV Uthappa', 'G Gambhir', 'AD Russell', 'RN ten Doeschate', 'YK Pathan', 'SA Yadav']","['MA Starc', 'VR Aaron', 'HV Patel', 'D Wiese', 'YS Chahal']",65.0,106,36,103,208
987,15,2,2015,13,7,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'D Wiese']","['PJ Cummins', 'UT Yadav', 'GB Hogg', 'PP Chawla', 'AD Russell']",65.0,24,141,127,206
988,29,1,2015,14,0,"['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'NV Ojha', 'A Ashish Reddy', 'GH Vihari', 'KV Sharma']","['MM Sharma', 'A Nehra', 'RG More', 'SK Raina', 'DJ Bravo', 'P Negi']",78.0,26,113,111,5
989,29,2,2015,0,14,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'DJ Bravo', 'P Negi', 'RA Jadeja']","['TA Boult', 'B Kumar', 'P Kumar', 'MC Henriques', 'KV Sharma', 'A Ashish Reddy']",56.0,32,14,178,32
990,27,1,2015,8,5,"['LMP Simmons', 'PA Patel', 'RG Sharma', 'KA Pollard', 'AT Rayudu']","['Sandeep Sharma', 'Anureet Singh', 'MG Johnson', 'AR Patel', 'Karanveer Singh', 'M Vijay', 'GJ Maxwell']",53.0,61,92,171,27
991,27,2,2015,5,8,"['M Vijay', 'V Sehwag', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'WP Saha', 'AR Patel', 'MG Johnson']","['MJ McClenaghan', 'SL Malinga', 'R Vinay Kumar', 'J Suchith', 'Harbhajan Singh', 'KA Pollard']",51.0,64,142,108,184
992,2,1,2015,10,3,"['AM Rahane', 'SR Watson', 'KK Nair', 'JP Faulkner']","['Z Khan', 'GS Sandhu', 'NM Coulter-Nile', 'AD Mathews', 'A Mishra']",48.0,11,128,194,71
993,2,2,2015,3,10,"['MA Agarwal', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'AD Mathews', 'KM Jadhav', 'SS Tiwary', 'NM Coulter-Nile', 'A Mishra']","['TG Southee', 'DS Kulkarni', 'STR Binny', 'SR Watson', 'JP Faulkner', 'R Bhatia']",60.0,66,129,179,65
994,18,1,2015,0,13,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'RA Jadeja', 'P Negi', 'DJ Bravo', 'A Nehra']","['MA Starc', 'YS Chahal', 'D Wiese', 'HV Patel', 'Iqbal Abdulla', 'V Kohli']",37.0,32,14,103,218
995,18,2,2015,13,0,"['NJ Maddinson', 'V Kohli', 'AB de Villiers', 'KD Karthik', 'D Wiese', 'SN Khan', 'HV Patel', 'MA Starc', 'Iqbal Abdulla']","['IC Pandey', 'A Nehra', 'MM Sharma', 'RA Jadeja', 'P Negi', 'DJ Bravo']",42.0,82,141,67,5
996,8,1,2015,7,14,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'AD Russell', 'RN ten Doeschate', 'YK Pathan', 'J Botha', 'SA Yadav', 'PP Chawla']","['B Kumar', 'DW Steyn', 'P Kumar', 'MC Henriques', 'KV Sharma', 'Bipul Sharma']",60.0,106,36,27,67
997,8,2,2015,14,7,"['DA Warner', 'NV Ojha', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'GH Vihari', 'Bipul Sharma', 'KV Sharma', 'P Kumar', 'B Kumar', 'DW Steyn']","['UT Yadav', 'AD Russell', 'J Botha', 'GB Hogg', 'YK Pathan', 'PP Chawla', 'RN ten Doeschate']",35.0,26,90,183,16
998,40,1,2015,3,8,"['MA Agarwal', 'JP Duminy', 'SS Iyer', 'KM Jadhav', 'Yuvraj Singh', 'AD Mathews', 'SS Tiwary', 'NM Coulter-Nile']","['SL Malinga', 'MJ McClenaghan', 'R Vinay Kumar', 'Harbhajan Singh', 'J Suchith', 'HH Pandya']",46.0,66,55,161,127
999,40,2,2015,8,3,"['LMP Simmons', 'HH Pandya', 'PA Patel', 'RG Sharma', 'Harbhajan Singh', 'AT Rayudu', 'KA Pollard']","['Z Khan', 'NM Coulter-Nile', 'AD Mathews', 'Yuvraj Singh', 'A Mishra', 'Imran Tahir']",44.0,61,43,194,146
1000,15,1,2015,13,5,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'KD Karthik', 'SN Khan']","['Sandeep Sharma', 'MG Johnson', 'Anureet Singh', 'GJ Maxwell', 'AR Patel', 'Karanveer Singh']",72.0,24,141,171,125
1001,15,2,2015,5,13,"['M Vijay', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'AR Patel', 'MG Johnson', 'Anureet Singh', 'Karanveer Singh', 'Sandeep Sharma']","['MA Starc', 'S Aravind', 'HV Patel', 'YS Chahal', 'D Wiese']",42.0,64,73,103,171
1002,2,1,2015,14,10,"['S Dhawan', 'DA Warner', 'MC Henriques', 'EJG Morgan', 'RS Bopara', 'NV Ojha']","['DJ Hooda', 'CH Morris', 'DS Kulkarni', 'SR Watson', 'JP Faulkner', 'PV Tambe']",65.0,110,25,44,46
1003,2,2,2015,10,14,"['AM Rahane', 'SR Watson', 'SPD Smith', 'KK Nair', 'DJ Hooda', 'JP Faulkner', 'SV Samson', 'CH Morris', 'STR Binny']","['B Kumar', 'P Kumar', 'I Sharma', 'KV Sharma', 'MC Henriques', 'RS Bopara']",36.0,11,128,27,149
1004,8,1,2015,7,3,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'PP Chawla', 'YK Pathan', 'AD Russell', 'SA Yadav', 'J Botha']","['Z Khan', 'JA Morkel', 'JP Duminy', 'A Mishra', 'Imran Tahir', 'AD Mathews', 'Yuvraj Singh']",53.0,106,36,194,84
1005,8,2,2015,3,7,"['MK Tiwary', 'SS Iyer', 'JP Duminy', 'KM Jadhav', 'Yuvraj Singh', 'AD Mathews', 'SS Tiwary', 'JA Morkel']","['UT Yadav', 'AD Russell', 'SP Narine', 'PP Chawla', 'GB Hogg', 'J Botha']",39.0,73,129,183,16
1006,18,1,2015,0,8,"['DR Smith', 'BB McCullum', 'SK Raina', 'MS Dhoni', 'F du Plessis', 'P Negi']","['MJ McClenaghan', 'M de Lange', 'J Suchith', 'R Vinay Kumar', 'Harbhajan Singh', 'HH Pandya']",49.0,32,14,108,121
1007,18,2,2015,8,0,"['LMP Simmons', 'PA Patel', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'HH Pandya']","['R Ashwin', 'MM Sharma', 'A Nehra', 'RA Jadeja', 'P Negi', 'DJ Bravo']",62.0,61,92,132,130
1008,8,1,2015,5,7,"['M Vijay', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'Gurkeerat Singh']","['UT Yadav', 'AD Russell', 'SP Narine', 'J Botha', 'GB Hogg', 'PP Chawla']",45.0,64,73,183,16
1009,8,2,2015,7,5,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan', 'AD Russell', 'J Botha', 'PP Chawla', 'GB Hogg', 'SP Narine']","['Sandeep Sharma', 'BE Hendricks', 'Anureet Singh', 'AR Patel', 'Gurkeerat Singh', 'GJ Maxwell']",58.0,106,36,171,40
1010,33,1,2015,14,3,"['S Dhawan', 'DA Warner', 'EJG Morgan', 'MC Henriques', 'KV Sharma', 'RS Bopara']","['J Yadav', 'Z Khan', 'NM Coulter-Nile', 'JP Duminy', 'A Mishra', 'JA Morkel']",43.0,110,25,71,219
1011,33,2,2015,3,14,"['Q de Kock', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'KM Jadhav', 'SS Tiwary']","['B Kumar', 'I Sharma', 'Parvez Rasool', 'P Kumar', 'MC Henriques', 'KV Sharma', 'RS Bopara']",50.0,92,129,27,77
1012,40,1,2015,13,8,"['CH Gayle', 'V Kohli', 'AB de Villiers']","['MJ McClenaghan', 'SL Malinga', 'JJ Bumrah', 'J Suchith', 'Harbhajan Singh', 'HH Pandya']",41.0,24,141,108,184
1013,40,2,2015,8,13,"['PA Patel', 'LMP Simmons', 'RG Sharma', 'KA Pollard', 'HH Pandya', 'AT Rayudu', 'Harbhajan Singh', 'J Suchith', 'MJ McClenaghan']","['MA Starc', 'S Aravind', 'D Wiese', 'HV Patel', 'YS Chahal']",47.0,87,66,103,171
1014,18,1,2015,0,10,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'P Negi', 'DJ Bravo', 'MS Dhoni']","['CH Morris', 'SR Watson', 'Ankit Sharma', 'PV Tambe', 'JP Faulkner', 'R Bhatia']",37.0,32,14,37,191
1015,18,2,2015,10,0,"['AM Rahane', 'SR Watson', 'SPD Smith', 'KK Nair', 'DJ Hooda', 'SV Samson', 'JP Faulkner', 'CH Morris', 'R Bhatia', 'Ankit Sharma', 'PV Tambe']","['A Nehra', 'MM Sharma', 'P Negi', 'RA Jadeja', 'DJ Bravo']",40.0,11,128,4,130
1016,29,1,2015,14,5,"['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'NV Ojha', 'KL Rahul', 'KV Sharma']","['Sandeep Sharma', 'Anureet Singh', 'BE Hendricks', 'Gurkeerat Singh', 'GJ Maxwell', 'AR Patel']",58.0,26,113,171,27
1017,29,2,2015,5,14,"['M Vijay', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'Gurkeerat Singh', 'AR Patel']","['B Kumar', 'TA Boult', 'I Sharma', 'Bipul Sharma', 'MC Henriques', 'KV Sharma']",48.0,64,73,27,200
1018,33,1,2015,0,3,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'DJ Bravo', 'P Negi', 'RA Jadeja']","['S Nadeem', 'Z Khan', 'GS Sandhu', 'JA Morkel', 'J Yadav', 'Yuvraj Singh']",16.0,32,14,150,219
1019,33,2,2015,3,0,"['Q de Kock', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'JA Morkel', 'KM Jadhav']","['IC Pandey', 'MM Sharma', 'R Ashwin', 'RA Jadeja', 'SK Raina', 'P Negi']",28.0,92,129,67,130
1020,27,1,2015,5,13,"['WP Saha', 'M Vohra', 'GJ Maxwell', 'GJ Bailey', 'DA Miller', 'AR Patel', 'Gurkeerat Singh', 'R Dhawan']","['MA Starc', 'S Aravind', 'D Wiese', 'HV Patel', 'YS Chahal']",75.0,138,73,103,171
1021,27,2,2015,13,5,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik', 'SN Khan', 'D Wiese']","['Sandeep Sharma', 'BE Hendricks', 'Anureet Singh', 'R Dhawan', 'AR Patel']",64.0,24,141,171,40
1022,40,1,2015,8,7,"['LMP Simmons', 'PA Patel', 'RG Sharma', 'AT Rayudu', 'KA Pollard', 'HH Pandya']","['UT Yadav', 'M Morkel', 'Shakib Al Hasan', 'PP Chawla', 'SP Narine', 'AD Russell']",48.0,61,92,183,117
1023,40,2,2015,7,8,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan', 'AD Russell', 'SA Yadav', 'PP Chawla', 'UT Yadav']","['SL Malinga', 'MJ McClenaghan', 'R Vinay Kumar', 'Harbhajan Singh', 'J Suchith', 'HH Pandya', 'KA Pollard']",52.0,106,36,161,127
1024,29,1,2015,14,13,"['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan']","['MA Starc', 'HV Patel', 'D Wiese', 'AB Dinda', 'YS Chahal']",74.0,26,113,103,74
1025,29,2,2015,13,14,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik']","['DW Steyn', 'B Kumar', 'MC Henriques', 'KV Sharma', 'P Kumar']",84.0,24,141,55,32
1026,27,1,2015,5,0,"['WP Saha', 'M Vohra', 'GJ Bailey', 'GJ Maxwell', 'Gurkeerat Singh', 'DA Miller', 'AR Patel', 'R Dhawan', 'BE Hendricks']","['P Negi', 'IC Pandey', 'A Nehra', 'R Ashwin', 'RA Jadeja', 'SK Raina', 'DJ Bravo']",41.0,138,73,125,78
1027,27,2,2015,0,5,"['MEK Hussey', 'BB McCullum', 'F du Plessis', 'SK Raina', 'MS Dhoni']","['Sandeep Sharma', 'BE Hendricks', 'Gurkeerat Singh', 'R Dhawan', 'GJ Maxwell', 'AR Patel', 'Anureet Singh']",49.0,69,14,171,40
1028,2,1,2015,10,7,"['AM Rahane', 'SR Watson', 'SPD Smith', 'SV Samson', 'JP Faulkner', 'KK Nair', 'CH Morris']","['Azhar Mahmood', 'M Morkel', 'UT Yadav', 'Shakib Al Hasan', 'AD Russell', 'PP Chawla']",70.0,11,128,26,117
1029,2,2,2015,7,10,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'AD Russell', 'SA Yadav', 'Shakib Al Hasan', 'Azhar Mahmood', 'PP Chawla', 'UT Yadav', 'M Morkel']","['CH Morris', 'BB Sran', 'DS Kulkarni', 'JP Faulkner', 'SR Watson', 'STR Binny']",68.0,106,36,37,38
1030,15,1,2015,3,13,"['Q de Kock', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'KM Jadhav', 'AD Mathews', 'SS Tiwary']","['MA Starc', 'AB Dinda', 'HV Patel', 'D Wiese', 'CH Gayle', 'YS Chahal']",56.0,92,129,103,12
1031,15,2,2015,13,3,"['V Kohli', 'CH Gayle']","['J Yadav', 'Z Khan']",2.0,134,21,71,219
1032,29,1,2015,14,8,"['DA Warner', 'S Dhawan', 'EJG Morgan', 'MC Henriques', 'KL Rahul', 'NV Ojha', 'KV Sharma', 'A Ashish Reddy', 'B Kumar', 'P Kumar', 'DW Steyn']","['SL Malinga', 'MJ McClenaghan', 'R Vinay Kumar', 'J Suchith', 'HH Pandya', 'Harbhajan Singh', 'KA Pollard']",32.0,26,113,161,127
1033,29,2,2015,8,14,"['LMP Simmons', 'PA Patel', 'RG Sharma']","['DW Steyn', 'B Kumar', 'P Kumar', 'MC Henriques', 'KV Sharma']",40.0,61,92,55,32
1034,40,1,2015,8,0,"['LMP Simmons', 'PA Patel', 'RG Sharma', 'KA Pollard', 'HH Pandya', 'AT Rayudu', 'Harbhajan Singh', 'J Suchith']","['R Ashwin', 'A Nehra', 'P Negi', 'RA Jadeja', 'MM Sharma', 'DJ Bravo']",51.0,61,92,132,5
1035,40,2,2015,0,8,"['DR Smith', 'F du Plessis', 'MEK Hussey', 'SK Raina', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja', 'P Negi', 'R Ashwin', 'MM Sharma', 'A Nehra']","['SL Malinga', 'MJ McClenaghan', 'R Vinay Kumar', 'Harbhajan Singh', 'KA Pollard', 'J Suchith']",56.0,32,34,161,127
1036,20,1,2015,13,10,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik', 'SN Khan']","['CH Morris', 'JP Faulkner', 'DS Kulkarni', 'SR Watson', 'Ankit Sharma', 'STR Binny']",47.0,24,141,37,95
1037,20,2,2015,10,13,"['AM Rahane', 'SR Watson', 'SV Samson', 'SPD Smith', 'KK Nair', 'DJ Hooda', 'JP Faulkner', 'STR Binny', 'CH Morris', 'Ankit Sharma', 'DS Kulkarni']","['MA Starc', 'S Aravind', 'HV Patel', 'D Wiese', 'YS Chahal']",40.0,11,128,103,171
1038,13,1,2015,13,0,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik', 'SN Khan', 'D Wiese', 'HV Patel', 'MA Starc', 'S Aravind']","['A Nehra', 'R Ashwin', 'MM Sharma', 'SK Raina', 'DJ Bravo', 'P Negi', 'RA Jadeja']",29.0,24,141,4,158
1039,13,2,2015,0,13,"['DR Smith', 'MEK Hussey', 'F du Plessis', 'SK Raina', 'MS Dhoni', 'P Negi', 'DJ Bravo', 'R Ashwin']","['MA Starc', 'S Aravind', 'HV Patel', 'D Wiese', 'YS Chahal']",35.0,32,76,103,171
